title,installs,realInstalls,score,ratings,reviews,price,free,currency,offersIAP,genre,contentRating,containsAds,released,lastUpdatedOn
Doctor Games for kids,"50,000+",90056,3.939394,385,4,0,TRUE,USD,TRUE,Educational,Everyone,FALSE,3-Dec-23,3-Dec-23
Hospital Rush: Doctor ASMR,"10,000+",26419,,,,0,TRUE,USD,TRUE,Simulation,Everyone,TRUE,,21-Mar-24
Hospital Empire Tycoon - Idle,"1,000,000+",1773104,4.1868787,31239,793,0,TRUE,USD,TRUE,Simulation,Everyone,TRUE,9-Mar-22,14-Mar-24
Samsung Health,"1,000,000,000+",1900722787,3.659316,1488706,71778,0,TRUE,USD,FALSE,Health & Fitness,Everyone,FALSE,7-Apr-15,7-Mar-24
Fitness RPG: Walking Games,"1,000,000+",1282593,4.285714,7951,745,0,TRUE,USD,TRUE,Health & Fitness,Everyone 10+,TRUE,26-Feb-18,21-Mar-24
Health Connect (Beta),"100,000,000+",239635276,3.079646,18146,1094,0,TRUE,USD,FALSE,Health & Fitness,Everyone,FALSE,10-Nov-22,18-Mar-24
Fitbit,"50,000,000+",78153810,3.7878828,1064336,228440,0,TRUE,USD,TRUE,Health & Fitness,Everyone,FALSE,16-Mar-12,18-Mar-24
Google Fit: Activity Tracking,"100,000,000+",229325922,3.9168448,622202,27318,0,TRUE,USD,FALSE,Health & Fitness,Everyone,FALSE,28-Oct-14,21-Mar-24
Step Tracker - Pedometer,"10,000,000+",43437618,4.8366966,679041,20507,0,TRUE,USD,TRUE,Health & Fitness,Everyone,TRUE,15-Aug-19,29-Feb-24
Calorie Counter - MyNetDiary,"5,000,000+",5678118,4.6701093,69845,14518,0,TRUE,USD,TRUE,Health & Fitness,Everyone,FALSE,17-Sep-10,7-Mar-24
Welltory: Heart Rate Monitor,"1,000,000+",3720754,4.5642934,40121,1734,0,TRUE,USD,TRUE,Health & Fitness,Teen,FALSE,10-Feb-17,26-Feb-24
BetterMe: Health Coaching,"10,000,000+",33825799,4.4231796,474002,29902,0,TRUE,USD,TRUE,Health & Fitness,Everyone,FALSE,27-Jul-17,20-Mar-24
WeightWatchers: Weight Health,"10,000,000+",16028639,4.608902,582245,112928,0,TRUE,USD,TRUE,Health & Fitness,Everyone,FALSE,12-Apr-11,12-Mar-24
Calorie Counter by Lose It!,"10,000,000+",18468312,4.258289,139181,40370,0,TRUE,USD,TRUE,Health & Fitness,Everyone,TRUE,24-Jul-11,21-Mar-24
Step Counter - Pedometer,"50,000,000+",88923615,4.8556294,1398204,29624,0,TRUE,USD,TRUE,Health & Fitness,Everyone,TRUE,28-Jul-17,22-Mar-24
Noom: Weight Loss & Health,"10,000,000+",21989061,4.1824436,310384,86908,0,TRUE,USD,TRUE,Health & Fitness,Everyone,FALSE,17-Mar-11,22-Mar-24
"Healthi: Weight Loss, Diet App","1,000,000+",1237954,3.9522612,9085,3715,0,TRUE,USD,TRUE,Health & Fitness,Everyone,FALSE,14-Feb-16,8-Mar-24
healow,"5,000,000+",7898079,4.5995765,137253,45127,0,TRUE,USD,FALSE,Health & Fitness,Everyone,FALSE,12-Mar-13,26-Feb-24
Healthy Together,"1,000,000+",1740161,4.7073216,54244,4894,0,TRUE,USD,FALSE,Health & Fitness,Everyone,FALSE,21-Apr-20,22-Nov-23
Ada – check your health,"5,000,000+",9801399,4.642121,334094,9280,0,TRUE,USD,FALSE,Medical,Everyone,FALSE,22-Mar-17,29-Feb-24
Pacer Pedometer & Step Tracker,"10,000,000+",35950413,4.805728,921374,44751,0,TRUE,USD,TRUE,Health & Fitness,Everyone,TRUE,28-Sep-13,3-Mar-24
Walk with Map My Walk,"10,000,000+",11632103,4.775922,337890,70212,0,TRUE,USD,TRUE,Health & Fitness,Everyone,FALSE,12-Jul-11,23-Feb-24
ASICS Runkeeper - Run Tracker,"10,000,000+",34448966,4.15592,597233,51319,0,TRUE,USD,TRUE,Health & Fitness,Everyone,TRUE,1-Sep-10,11-Mar-24
Sydney Health,"1,000,000+",2758183,4.6407247,40781,4640,0,TRUE,USD,FALSE,Medical,Everyone,FALSE,30-Aug-19,16-Mar-24
Personal Health Monitor,"100,000+",371822,3.9310346,627,7,0,TRUE,USD,FALSE,Health & Fitness,Everyone,FALSE,22-Dec-20,27-Oct-23
Cardi Health: Heart Monitoring,"10,000+",34982,3.73,284,141,0,TRUE,USD,TRUE,Health & Fitness,Everyone,FALSE,24-Nov-21,19-Feb-24
Withings Health Mate,"1,000,000+",4766600,4.0382276,169622,7931,0,TRUE,USD,TRUE,Health & Fitness,Everyone,FALSE,25-Sep-12,16-Feb-24
Hospital Dash Tycoon Simulator,"5,000,000+",7564683,4.3,30186,119,0,TRUE,GBP,TRUE,Simulation,PEGI 3,TRUE,28-Oct-16,11-Mar-24
Doctor Hero: Clinic Tycoon,"1,000,000+",4859856,4.4455447,30899,60,0,TRUE,GBP,TRUE,Simulation,PEGI 3,TRUE,2-Jun-23,14-Mar-24
Hospital Fever: Super Stylist,"100,000+",179732,4.3076925,1176,10,0,TRUE,GBP,FALSE,Simulation,PEGI 3,TRUE,24-Sep-23,26-Jan-24
Operate Now Hospital - Surgery,"50,000,000+",60288880,3.7196722,516071,2684,0,TRUE,GBP,TRUE,Role Playing,PEGI 3,TRUE,3-May-17,29-Jan-24
Healthy Runner,"100,000+",367135,0,0,0,0,TRUE,GBP,FALSE,Arcade,PEGI 7,TRUE,22-Feb-22,8-Sep-23
Clinical Sense,"1,000,000+",1348942,4.5,13070,122,0,TRUE,GBP,FALSE,Medical,PEGI 3,TRUE,22-Sep-14,27-Oct-23
My Health,"100,000,000+",137400506,4.4166665,17879,11,0,TRUE,GBP,FALSE,Health & Fitness,PEGI 3,FALSE,17-Nov-21,4-Jan-24
Cocobi Hospital - Kids Doctor,"5,000,000+",6678581,3.642857,2229,10,0,TRUE,GBP,TRUE,Educational,PEGI 3,TRUE,1-Aug-22,18-Feb-24
Grand Hospital: ASMR,"100,000+",332143,4,1282,7,0,TRUE,GBP,TRUE,Simulation,PEGI 12,TRUE,19-May-23,28-Sep-23
My Hospital: Build. Farm. Heal,"5,000,000+",6929989,3.4293334,86575,1532,0,TRUE,GBP,TRUE,Simulation,PEGI 3,TRUE,18-Jan-17,10-Aug-23
Doctor 911 Hospital Simulator,"5,000,000+",6204613,4.33,70315,337,0,TRUE,GBP,TRUE,Simulation,PEGI 12,TRUE,27-Mar-19,19-Sep-23
NHS App,"10,000,000+",15694382,3.8476822,36507,18285,0,TRUE,GBP,FALSE,Medical,PEGI 3,FALSE,31-Dec-18,18-Mar-24
OnePlus Health,"1,000,000+",1809738,1.89,15450,112,0,TRUE,GBP,FALSE,Tools,PEGI 3,FALSE,18-Jan-21,26-Apr-23
Calorie Counter +,"1,000,000+",3090423,4.7408733,42831,8901,0,TRUE,GBP,TRUE,Health & Fitness,PEGI 3,FALSE,5-Feb-13,20-Mar-24
NHS Couch to 5K,"1,000,000+",2318466,4.8548126,55852,19418,0,TRUE,GBP,FALSE,Health & Fitness,PEGI 3,FALSE,5-Mar-16,21-Mar-24
NHS Weight Loss Plan,"1,000,000+",1294014,4.3116198,5670,4377,0,TRUE,GBP,FALSE,Health & Fitness,PEGI 3,FALSE,23-Jul-20,21-Feb-24
HONOR Health,"10,000,000+",24232679,3.66,23018,622,0,TRUE,GBP,FALSE,Health & Fitness,PEGI 3,FALSE,7-May-22,4-Feb-24
Baby Games for 1-3 Year Olds,"5,000,000+",5687920,4.82,89719,173,0,TRUE,ILS,TRUE,Educational,PEGI 3,FALSE,27-Aug-19,2-Feb-24
FitOn Workouts & Fitness Plans,"5,000,000+",8414040,4.67,96064,59,0,TRUE,ILS,TRUE,Health & Fitness,PEGI 3,FALSE,17-Dec-18,29-Feb-24
Medisafe Pill & Med Reminder,"5,000,000+",5447106,4.7244654,236897,1568,0,TRUE,ILS,TRUE,Health & Fitness,PEGI 3,TRUE,9-Oct-12,29-Feb-24
Doctor Kids,"50,000,000+",56392785,4.2,260952,118,0,TRUE,CAD,TRUE,Role Playing,Everyone,TRUE,12-Dec-13,19-Jan-24
PC Health,"1,000,000+",1034968,4.3593073,16196,2162,0,TRUE,CAD,FALSE,Health & Fitness,Everyone,FALSE,1-Sep-20,22-Mar-24
Healthify: AI Diet & Fitness,"10,000,000+",36616701,4.4752474,536254,118,0,TRUE,CAD,TRUE,Health & Fitness,Everyone,FALSE,11-May-13,21-Mar-24
adidas Running: Run Tracker,"50,000,000+",83422364,4.5431895,1476858,1700,0,TRUE,CAD,TRUE,Health & Fitness,Everyone,TRUE,12-May-10,21-Mar-24
Dr. Cares - Pet Rescue 911,"1,000,000+",1377900,4.05,16873,90,0,TRUE,EGP,TRUE,Casual,Rated for 3+,FALSE,11-Apr-17,12-Jun-23
BetterSleep: Sleep tracker,"10,000,000+",18803073,4.701987,359262,342,0,TRUE,EGP,TRUE,Health & Fitness,Rated for 3+,FALSE,21-Dec-11,14-Mar-24
Frozen City,"10,000,000+",11495271,4.3584905,273617,462,0,TRUE,EGP,TRUE,Simulation,Rated for 7+,TRUE,25-Dec-22,14-Mar-24
Ornament: Health Monitoring,"1,000,000+",1099376,3.2857144,3040,3,0,TRUE,EGP,TRUE,Health & Fitness,Rated for 3+,FALSE,7-Aug-19,22-Mar-24
Health Pal - Fitness Manager,"1,000,000+",2073892,4.35,22566,109,0,TRUE,EGP,TRUE,Health & Fitness,Rated for 3+,TRUE,28-Jan-14,3-Aug-23
Calorie Counter by Cronometer,"1,000,000+",2752777,4.42,33577,65,0,TRUE,EGP,TRUE,Health & Fitness,Rated for 3+,TRUE,13-Jul-16,21-Mar-24
Cardiogram: HeartIQ MigraineIQ,"5,000,000+",8404632,3.6744187,11966,5,0,TRUE,EGP,TRUE,Health & Fitness,Rated for 3+,FALSE,17-Oct-17,27-Dec-23
Health & Fitness Tracker,"5,000,000+",7052583,4.04,29703,35,0,TRUE,EGP,TRUE,Health & Fitness,Rated for 3+,TRUE,25-Dec-14,10-Aug-23
Dr. Sara: Disease Detective,"10,000+",31682,3.76,101,43,0,TRUE,CNY,FALSE,Educational,Rated for 3+,FALSE,21-Sep-21,10-Feb-22
Dr. Cares - Amy's Pet Clinic,"1,000,000+",1273524,4.472103,11655,4440,0,TRUE,CNY,FALSE,Casual,Rated for 3+,TRUE,26-Mar-18,2-Mar-24
HealthTap - Online Doctors,"1,000,000+",2383973,4.6853933,18479,6330,0,TRUE,CNY,FALSE,Medical,Rated for 3+,FALSE,25-Sep-11,15-Mar-24
Health Diary by MedM,"100,000+",115369,3.7920792,975,726,0,TRUE,CNY,FALSE,Medical,Rated for 3+,FALSE,5-Jun-14,28-Feb-24
MyTherapy Pill Reminder,"5,000,000+",7263465,4.7697053,174848,75567,0,TRUE,CNY,FALSE,Medical,Rated for 3+,FALSE,14-Apr-15,18-Mar-24
Guava: Personal Health Tracker,"10,000+",10394,4.72,177,119,0,TRUE,CNY,FALSE,Health & Fitness,Rated for 3+,FALSE,15-Aug-22,15-Mar-24
Pulsebit: Heart Rate Monitor,"1,000,000+",1823045,4.6840534,13253,2629,0,TRUE,CNY,FALSE,Health & Fitness,Rated for 3+,FALSE,20-Aug-21,6-Mar-24
Lefun Health,"10,000,000+",19396402,3.2667706,102582,48521,0,TRUE,CNY,FALSE,Health & Fitness,Rated for 3+,FALSE,20-Jun-18,9-Mar-24
Moodfit: Mental Health Fitness,"50,000+",96102,4.17,804,321,0,TRUE,CNY,FALSE,Medical,Rated for 3+,FALSE,4-Jan-17,4-Feb-24
"Weight Tracker, BMI Calculator","100,000+",442001,4.494898,1894,290,0,TRUE,CNY,FALSE,Health & Fitness,Rated for 3+,FALSE,19-May-22,8-Feb-24
Weight Loss Walking: WalkFit,"10,000,000+",12224292,4.574412,53107,14490,0,TRUE,CNY,FALSE,Health & Fitness,Rated for 3+,FALSE,2-Mar-20,29-Feb-24
Wave Health: Symptom Tracker,"10,000+",36878,4.12,214,68,0,TRUE,CNY,FALSE,Health & Fitness,Rated for 3+,FALSE,10-Jul-19,22-Mar-24
Health Sync,"1,000,000+",2538287,4.401899,31558,12845,0,TRUE,CNY,FALSE,Health & Fitness,Rated for 3+,FALSE,20-Dec-18,4-Mar-24
Intermittent Fasting: FastEasy,"5,000,000+",5600940,4.344587,43935,5975,0,TRUE,CNY,FALSE,Health & Fitness,Rated for 3+,FALSE,1-Apr-21,6-Mar-24
Google News - Daily Headlines,"1,000,000,000+",3714035104,4.115584,1860828,55720,0,TRUE,USD,FALSE,News & Magazines,Teen,TRUE,27-Jun-12,14-Mar-24
Lily’s Garden - Design & Relax,"50,000,000+",74407249,4.6487455,1521148,132907,0,TRUE,USD,TRUE,Puzzle,Everyone,TRUE,4-Feb-19,22-Mar-24
Hidden City: Hidden Object,"10,000,000+",23977741,4.379558,1106952,57928,0,TRUE,USD,TRUE,Adventure,Everyone,TRUE,10-Jul-15,8-Mar-24
Crossword Jam,"10,000,000+",14529529,4.6564813,376774,100944,0,TRUE,USD,TRUE,Word,Everyone,TRUE,7-Sep-17,20-Mar-24
ABCya! Games,"1,000,000+",3260139,4.143195,9128,3460,0,TRUE,USD,TRUE,Educational,Everyone,FALSE,4-Aug-17,23-Feb-24
The New York Times,"10,000,000+",43913257,4.766269,157876,19889,0,TRUE,USD,TRUE,News & Magazines,Everyone 10+,TRUE,10-May-10,19-Mar-24
Wordscapes,"50,000,000+",98284326,4.390368,1271559,258443,0,TRUE,USD,TRUE,Word,Everyone,TRUE,14-Jun-17,15-Mar-24
Manor Matters,"10,000,000+",34358480,4.637707,736346,17125,0,TRUE,USD,TRUE,Adventure,Everyone,FALSE,28-Apr-20,13-Mar-24
June's Journey: Hidden Objects,"50,000,000+",55701000,4.5127053,1171859,91414,0,TRUE,USD,TRUE,Adventure,Teen,TRUE,3-Oct-17,20-Mar-24
Merge Dragons!,"50,000,000+",51297218,4.4893403,1354470,137763,0,TRUE,USD,TRUE,Puzzle,Everyone,TRUE,26-Jul-17,20-Mar-24
CNN Breaking US & World News,"50,000,000+",60433769,4.5765824,579543,107013,0,TRUE,USD,FALSE,News & Magazines,Everyone 10+,TRUE,18-Apr-11,15-Mar-24
Fox News - Daily Breaking News,"10,000,000+",19788508,2.8809254,289924,92599,0,TRUE,USD,FALSE,News & Magazines,Everyone 10+,TRUE,13-Jul-10,11-Mar-24
Opera News: breaking & local,"100,000,000+",166615895,4.5405207,596119,8209,0,TRUE,USD,FALSE,News & Magazines,Teen,TRUE,24-Jul-18,13-Mar-24
NBC News: Breaking News & Live,"5,000,000+",8300399,3.9593832,85323,21874,0,TRUE,USD,FALSE,News & Magazines,Teen,TRUE,,15-Feb-24
BBC: World News & Stories,"10,000,000+",32987596,4.175768,436068,31920,0,TRUE,USD,FALSE,News & Magazines,Everyone 10+,TRUE,9-Jun-11,22-Mar-24
Microsoft Start: News & more,"10,000,000+",10321504,4.1662,248366,13333,0,TRUE,USD,TRUE,News & Magazines,Everyone 10+,TRUE,11-Dec-14,19-Mar-24
The Guardian - News & Sport,"5,000,000+",8462311,4.7276945,407249,20809,0,TRUE,USD,TRUE,News & Magazines,Everyone 10+,TRUE,7-Sep-11,25-Mar-24
Haystack News: Local TV News,"1,000,000+",2862772,3.9640288,9310,2417,0,TRUE,USD,TRUE,News & Magazines,Everyone 10+,TRUE,28-Feb-14,21-Mar-24
Washington Post,"1,000,000+",3064857,4.6005597,87746,23047,0,TRUE,USD,TRUE,News & Magazines,Everyone 10+,TRUE,2-Oct-11,15-Mar-24
Yahoo News: Breaking & Local,"10,000,000+",23159234,3.856138,242325,44215,0,TRUE,USD,FALSE,News & Magazines,Everyone 10+,TRUE,5-Oct-10,29-Feb-24
Ground News,"500,000+",935776,4.568421,9943,1495,0,TRUE,USD,TRUE,News & Magazines,Everyone,FALSE,24-Apr-18,24-Jan-24
The Epoch Times: Breaking News,"1,000,000+",2474853,4.749968,86168,14582,0,TRUE,USD,TRUE,News & Magazines,Everyone,TRUE,25-Nov-18,6-Mar-24
The Wall Street Journal.,"1,000,000+",4303410,4.4890046,83295,20800,0,TRUE,USD,TRUE,News & Magazines,Everyone 10+,TRUE,25-May-11,18-Mar-24
"Way2News - News, News Updates","10,000,000+",47956851,4.0966163,672567,4755,0,TRUE,USD,FALSE,News & Magazines,Everyone,TRUE,12-Apr-14,14-Mar-24
AP News,"1,000,000+",3076936,4.5292134,144199,33253,0,TRUE,USD,FALSE,News & Magazines,Everyone 10+,TRUE,,21-Feb-24
Feedly - Smarter News Reader,"5,000,000+",7486461,3.6054647,310273,36572,0,TRUE,USD,TRUE,News & Magazines,Everyone,TRUE,9-Mar-11,21-Mar-24
Times Of India - News Updates,"10,000,000+",42022923,3.9036753,604031,17128,0,TRUE,USD,TRUE,News & Magazines,Everyone,TRUE,30-Mar-11,22-Mar-24
Inshorts - News in 60 words,"10,000,000+",30150927,4.1802773,575162,1903,0,TRUE,USD,FALSE,News & Magazines,Everyone,TRUE,3-Sep-13,21-Mar-24
Opera News Lite - Less Data,"10,000,000+",25571002,4,56951,241,0,TRUE,USD,FALSE,News & Magazines,Everyone,FALSE,9-Feb-20,17-Nov-23
PressReader: News & Magazines,"10,000,000+",10249598,4.5425534,30345,724,0,TRUE,USD,TRUE,News & Magazines,Teen,FALSE,10-Jan-11,17-Feb-24
The Economist: World News,"1,000,000+",1650403,4.5083857,69582,1475,0,TRUE,USD,TRUE,News & Magazines,Teen,TRUE,2-Dec-19,18-Mar-24
"Le Monde, Live News","5,000,000+",7703895,4.415459,115014,691,0,TRUE,USD,TRUE,News & Magazines,Everyone 10+,TRUE,,6-Mar-24
UN News,"500,000+",621093,4.37,2850,80,0,TRUE,USD,FALSE,News & Magazines,Everyone,FALSE,16-Sep-14,25-Aug-23
The Telegraph UK Latest News,"500,000+",612941,4.17,8904,106,0,TRUE,USD,TRUE,News & Magazines,Everyone,TRUE,2-Oct-13,5-Mar-24
Matching Story - Puzzle Games,"1,000,000+",1469333,4.841808,48805,1226,0,TRUE,GBP,TRUE,Casual,PEGI 3,TRUE,25-May-21,14-Mar-24
Harry Potter: Hogwarts Mystery,"50,000,000+",71381728,4.5070686,2841149,35365,0,TRUE,GBP,TRUE,Adventure,PEGI 7,FALSE,24-Apr-18,7-Mar-24
Family Island™ — Farming game,"50,000,000+",60492692,4.5055113,1537017,10709,0,TRUE,GBP,TRUE,Casual,PEGI 3,TRUE,17-Jul-19,22-Mar-24
Township,"100,000,000+",394952786,4.701325,10988428,49804,0,TRUE,GBP,TRUE,Casual,PEGI 3,TRUE,8-Nov-13,8-Mar-24
Marvel Contest of Champions,"100,000,000+",151092727,4.2661357,3209848,33511,0,TRUE,GBP,TRUE,Action,PEGI 12,FALSE,10-Dec-14,1-Mar-24
Sonic Forces - Running Game,"100,000,000+",123227157,4.357073,994313,9579,0,TRUE,GBP,TRUE,Adventure,PEGI 3,TRUE,15-Nov-17,7-Mar-24
Real Racing  3,"100,000,000+",370025685,4.328123,7150818,63812,0,TRUE,GBP,TRUE,Racing,PEGI 3,FALSE,27-Feb-13,12-Mar-24
"Sky News: Breaking, UK & World","5,000,000+",7863906,4.002821,55833,16231,0,TRUE,GBP,FALSE,News & Magazines,PEGI 3,TRUE,19-Mar-10,7-Mar-24
BBC News,"10,000,000+",13427336,3.0752742,191528,68842,0,TRUE,GBP,FALSE,News & Magazines,PEGI 3,FALSE,25-May-11,14-Mar-24
ITV News: Breaking UK stories,"500,000+",626315,3.2083333,2486,707,0,TRUE,GBP,FALSE,News & Magazines,PEGI 3,FALSE,18-Aug-14,15-Mar-24
upday news for Samsung,"100,000,000+",370270463,3.6824446,133868,6733,0,TRUE,GBP,FALSE,News & Magazines,PEGI 3,TRUE,15-May-20,5-Mar-24
The Athletic: Sports News,"1,000,000+",1854489,4.637775,42597,834,0,TRUE,GBP,TRUE,Sports,PEGI 3,FALSE,10-Oct-16,20-Mar-24
CTV News: News for Canadians,"1,000,000+",1320938,3.6435645,20929,46,0,TRUE,GBP,FALSE,News & Magazines,PEGI 3,TRUE,17-Dec-13,29-Jan-24
BBC Sport - News & Live Scores,"5,000,000+",6625186,4.538223,167005,23460,0,TRUE,GBP,FALSE,Sports,PEGI 3,FALSE,19-Feb-13,4-Mar-24
Inoreader: News & RSS reader,"500,000+",572059,4.01,9195,173,0,TRUE,GBP,TRUE,News & Magazines,PEGI 3,FALSE,9-Aug-13,19-Mar-24
Mortal Kombat,"100,000,000+",116113198,4.2460413,4536240,2933,0,TRUE,ILS,TRUE,Action,PEGI 18,TRUE,4-May-15,7-Dec-23
Triple Match 3D,"5,000,000+",6702703,4.675,64341,543,0,TRUE,CAD,TRUE,Puzzle,Everyone,TRUE,13-Apr-22,12-Mar-24
Wonka's World of Candy Match 3,"1,000,000+",3447974,4.562667,125661,1036,0,TRUE,CAD,TRUE,Casual,Everyone,TRUE,24-Aug-18,27-Feb-24
Mystery Matters,"1,000,000+",2925374,4.502924,55864,291,0,TRUE,CAD,TRUE,Adventure,Teen,FALSE,14-Feb-23,5-Mar-24
Harry Potter: Puzzles & Spells,"10,000,000+",20818991,4.6950946,855209,5570,0,TRUE,CAD,TRUE,Puzzle,Everyone,TRUE,8-Apr-20,20-Mar-24
Bejeweled Classic,"10,000,000+",11971070,3.8304307,268934,3521,0,TRUE,CAD,TRUE,Casual,Everyone,TRUE,19-Dec-14,20-Feb-24
Dailyhunt: Xpresso News Videos,"100,000,000+",258677059,4.6831684,2472906,153,0,TRUE,CAD,FALSE,News & Magazines,Teen,TRUE,28-Sep-10,6-Mar-24
Temple Run 2,"1,000,000,000+",1026034806,4.232435,10041468,30962,0,TRUE,EGP,TRUE,Action,Rated for 7+,TRUE,23-Jan-13,12-Mar-24
Plants vs. Zombies™,"500,000,000+",520432445,4.460433,5678743,22169,0,TRUE,EGP,TRUE,Strategy,Rated for 7+,TRUE,13-Nov-14,18-Feb-24
Economic Times : Business News,"10,000,000+",11345290,4.53125,262265,2,0,TRUE,EGP,TRUE,News & Magazines,Rated for 3+,TRUE,25-Nov-11,16-Mar-24
Artifact: Feed Your Curiosity,"100,000+",273638,3.5,2690,2,0,TRUE,EGP,FALSE,News & Magazines,Rated for 12+,FALSE,1-Mar-23,8-Jan-24
Angry Birds Journey,"10,000,000+",21461032,4.387911,234740,44120,0,TRUE,CNY,FALSE,Puzzle,Rated for 3+,TRUE,19-Jan-22,1-Feb-24
Jungle Adventures 3,"10,000,000+",32404254,4.5269275,93714,37416,0,TRUE,CNY,FALSE,Adventure,Rated for 7+,TRUE,24-Jun-19,26-Aug-23
Becharmed - Match 3 Games,"1,000,000+",1168709,4.4667673,19836,5717,0,TRUE,CNY,FALSE,Puzzle,Rated for 3+,TRUE,8-Apr-22,25-Mar-24
Monument Master: Match 3 Games,"100,000+",373131,4.453925,5804,865,0,TRUE,CNY,FALSE,Puzzle,Rated for 3+,TRUE,15-Apr-23,13-Mar-24
Puzzle Game,"50,000,000+",62987261,4.248386,256650,78020,0,TRUE,CNY,FALSE,Strategy,Rated for 3+,TRUE,21-Sep-16,20-Mar-24
Age of Magic: Turn Based RPG,"10,000,000+",14548907,4.328868,486376,140486,0,TRUE,CNY,FALSE,Role Playing,Rated for 12+,FALSE,19-Sep-18,11-Mar-24
New Star Soccer,"10,000,000+",30067705,4.637872,2395164,1441538,0,TRUE,CNY,FALSE,Sports,Rated for 12+,TRUE,25-Mar-21,8-Mar-24
Storyngton Hall: Match 3 games,"5,000,000+",7443500,4.2236986,98899,27083,0,TRUE,CNY,FALSE,Puzzle,Rated for 3+,FALSE,28-Aug-20,18-Mar-24
Trito's Adventure Match 3,"1,000,000+",2595527,4.0863943,34038,9480,0,TRUE,CNY,FALSE,Puzzle,Rated for 3+,TRUE,23-Oct-17,29-May-23
Manor Cafe - Match 3 Puzzle,"10,000,000+",44268717,4.5477943,1452224,443947,0,TRUE,CNY,FALSE,Puzzle,Rated for 3+,FALSE,5-Jul-18,25-Mar-24
Monster Legends,"50,000,000+",89661042,4.505464,3614345,1541813,0,TRUE,CNY,FALSE,Strategy,Rated for 7+,TRUE,4-Jun-21,14-Mar-24
OneFootball - Football news,"50,000,000+",70932823,4.6212482,1598951,569627,0,TRUE,CNY,FALSE,Sports,Rated for 3+,TRUE,29-Aug-11,18-Mar-24
Goods Master 3D: Puzzle Games,"10,000,000+",15566256,4.0962577,44574,12648,0,TRUE,CNY,FALSE,Casual,Rated for 3+,TRUE,11-May-23,1-Mar-24
Island Hoppers: Jungle Farm,"10,000,000+",11539384,4.3351507,135138,31428,0,TRUE,CNY,FALSE,Adventure,Rated for 3+,FALSE,24-Aug-20,23-Mar-24
Medium,"10,000,000+",11546256,4.620474,361121,71924,0,TRUE,CNY,FALSE,News & Magazines,Rated for 12+,FALSE,23-Jun-15,25-Mar-24
Pocket: Save. Read. Grow.,"10,000,000+",18016097,4.5075054,308718,77389,0,TRUE,CNY,FALSE,News & Magazines,Rated for 3+,TRUE,9-Mar-11,18-Mar-24
CNBC: Business & Stock News,"5,000,000+",6487189,4.347228,73157,15550,0,TRUE,CNY,FALSE,Finance,Rated for 3+,TRUE,18-Mar-10,14-Mar-24
Briefing,"1,000,000,000+",1851478354,3.8984945,738125,227852,0,TRUE,CNY,FALSE,News & Magazines,Rated for 3+,TRUE,13-May-15,8-Feb-24
Al Jazeera,"1,000,000+",1953836,4.6629415,61038,7098,0,TRUE,CNY,FALSE,News & Magazines,Rated for 3+,TRUE,1-Feb-21,21-Mar-24
Báo Mới - Tin mới 24h,"10,000,000+",34011870,4.2639728,255234,79292,0,TRUE,CNY,FALSE,News & Magazines,Rated for 3+,TRUE,24-Mar-13,3-Mar-24
Gujarati News by Divya Bhaskar,"10,000,000+",15227955,3.570362,154847,49239,0,TRUE,CNY,FALSE,News & Magazines,Rated for 3+,FALSE,7-Jan-14,6-Mar-24
ABC NEWS,"1,000,000+",2234071,3.9008844,32785,11189,0,TRUE,CNY,FALSE,News & Magazines,Rated for 3+,FALSE,17-Dec-17,5-Mar-24
tagesschau - Nachrichten,"1,000,000+",4932566,4.4157476,84129,22807,0,TRUE,CNY,FALSE,News & Magazines,Rated for 3+,FALSE,14-Dec-16,4-Feb-24
WildCraft: Animal Sim Online,"100,000,000+",107591742,4.496593,1102046,62020,0,TRUE,USD,TRUE,Simulation,Everyone 10+,TRUE,23-Jan-18,22-Mar-24
My Talking Tom 2,"500,000,000+",798881608,4.249456,5804643,49841,0,TRUE,USD,TRUE,Casual,Everyone,TRUE,6-Nov-18,5-Mar-24
The Tiger,"10,000,000+",20948013,4.5174193,136127,7971,0,TRUE,USD,TRUE,Role Playing,Everyone 10+,FALSE,21-Aug-17,3-Sep-23
Animal Jam,"10,000,000+",15745836,4.0927353,536031,118364,0,TRUE,USD,TRUE,Educational,Everyone,FALSE,7-Dec-15,27-Feb-24
Animals & Coins Adventure Game,"10,000,000+",11497319,4.817489,218398,7985,0,TRUE,USD,TRUE,Adventure,Everyone,TRUE,13-May-21,25-Feb-24
Rodeo Stampede: Sky Zoo Safari,"50,000,000+",55778085,3.8239212,925110,32321,0,TRUE,USD,TRUE,Casual,Everyone,TRUE,22-Jun-16,11-Mar-24
Connect Animal Classic Travel,"10,000,000+",31436786,4.7169375,87594,1672,0,TRUE,USD,TRUE,Puzzle,Everyone,TRUE,26-May-20,7-Feb-24
Hungry Shark Evolution,"500,000,000+",513824174,4.471949,7551320,247306,0,TRUE,USD,TRUE,Arcade,Teen,TRUE,22-Feb-13,13-Mar-24
Wolf Tales - Wild Animal Sim,"10,000,000+",12975591,4.2938566,75485,6500,0,TRUE,USD,TRUE,Role Playing,Everyone 10+,TRUE,11-Mar-20,5-Feb-24
Floof - My Pet House,"10,000,000+",22627077,4.119843,42203,1375,0,TRUE,USD,TRUE,Educational,Everyone,TRUE,7-Oct-21,21-Mar-24
